ip_from,ip_to,country_code,country,region,city,latitude,longitude,zip_code,time_zone,isp,domain,net_speed,idd_code,area_code,weather_station_code,weather_station_name,mcc,mnc,mobile_brand,elevation,ip_from_inet,ip_to_inet,ip_count,cidr,insert_ts
16777216,16777471,US,United States of America,California,San Jose,37.33939,-121.89496,95101,-07:00,APNIC and CloudFlare DNS Resolver Project,cloudflare.com,T1,1,408/650,USCA0993,San Jose,-,-,-,24,1.0.0.0,1.0.0.255,256,{1.0.0.0/24},2023-01-08
16777472,16778239,CN,China,Fujian,Fuzhou,26.06139,119.30611,350004,+08:00,ChinaNet Fujian Province Network,chinatelecom.com.cn,DSL,86,0591,CHXX0031,Fuzhou,460,03/11,China Telecom,4,1.0.1.0,1.0.3.255,768,"{1.0.1.0/24,1.0.2.0/23}",2023-02-19
16778240,16778495,AU,Australia,Tasmania,Glebe,-42.874638,147.32806,7000,+10:00,GTelecom Pty Ltd,gtelecom.com.au,DSL,61,03,ASXX0057,Hobart,-,-,-,47,1.0.4.0,1.0.4.255,256,{1.0.4.0/24},2023-01-05
16778496,16779263,AU,Australia,Victoria,Melbourne,-37.814007,144.96317,3000,+10:00,GTelecom Pty Ltd,gtelecom.com.au,DSL,61,03,ASXX0075,Melbourne,-,-,-,13,1.0.5.0,1.0.7.255,768,"{1.0.5.0/24,1.0.6.0/23}",2023-02-10
16779264,16781311,CN,China,Guangdong,Guangzhou,23.127361,113.26457,510140,+08:00,ChinaNet Guangdong Province Network,chinatelecom.com.cn,DSL,86,020,CHXX0037,Guangzhou,460,03/11,China Telecom,11,1.0.8.0,1.0.15.255,2048,{1.0.8.0/21},2023-01-28
16781312,16785407,JP,Japan,Tokyo,Tokyo,35.6895,139.69232,160-0021,+09:00,I2TS Inc.,i2ts.com,T1,81,042,JAXX0085,Tokyo,-,-,-,37,1.0.16.0,1.0.31.255,4096,{1.0.16.0/20},2023-01-15
16785408,16793599,CN,China,Guangdong,Guangzhou,23.127361,113.26457,510140,+08:00,ChinaNet Guangdong Province Network,chinatelecom.com.cn,DSL,86,020,CHXX0037,Guangzhou,460,03/11,China Telecom,11,1.0.32.0,1.0.63.255,8192,{1.0.32.0/19},2023-01-09
16793600,16794623,JP,Japan,Hiroshima,Hiroshima,34.385868,132.45543,732-0057,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,082,JAXX0018,Hiroshima,-,-,-,13,1.0.64.0,1.0.67.255,1024,{1.0.64.0/22},2023-01-27
16794624,16794879,JP,Japan,Miyagi,Sendai,38.26699,140.86713,980-0802,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,022,JAXX0104,Sendai,-,-,-,55,1.0.68.0,1.0.68.255,256,{1.0.68.0/24},2023-02-09
16794880,16795647,JP,Japan,Hiroshima,Hiroshima,34.385868,132.45543,732-0057,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,082,JAXX0018,Hiroshima,-,-,-,13,1.0.69.0,1.0.71.255,768,"{1.0.69.0/24,1.0.70.0/23}",2023-02-05
16795648,16795903,JP,Japan,Hiroshima,Niho,34.36994,132.49396,736-0014,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,082,JAXX0018,Hiroshima,-,-,-,46,1.0.72.0,1.0.72.255,256,{1.0.72.0/24},2023-01-18
16795904,16797695,JP,Japan,Hiroshima,Hiroshima,34.385868,132.45543,732-0057,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,082,JAXX0018,Hiroshima,-,-,-,13,1.0.73.0,1.0.79.255,1792,"{1.0.73.0/24,1.0.74.0/23,1.0.76.0/22}",2023-01-31
16797696,16797951,JP,Japan,Shimane,Izumo,35.367,132.767,693-0044,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,085,JAXX0018,Hiroshima,-,-,-,8,1.0.80.0,1.0.80.255,256,{1.0.80.0/24},2023-02-09
16797952,16798207,JP,Japan,Yamaguchi,Yamaguchi,34.183,131.467,754-0893,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,083,JAXX0096,Yamaguchi,-,-,-,129,1.0.81.0,1.0.81.255,256,{1.0.81.0/24},2023-02-22
16798208,16798463,JP,Japan,Shimane,Matsue,35.467,133.05,690-0015,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,085,JAXX0044,Kurashiki,-,-,-,1,1.0.82.0,1.0.82.255,256,{1.0.82.0/24},2023-01-05
16798464,16798719,JP,Japan,Tottori,Kurayoshi,35.433,133.817,682-0021,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,085,JAXX0065,Okayama,-,-,-,20,1.0.83.0,1.0.83.255,256,{1.0.83.0/24},2023-02-02
16798720,16798975,JP,Japan,Tottori,Tottori,35.50011,134.23283,680-0805,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,085,JAXX0017,Himeji,-,-,-,6,1.0.84.0,1.0.84.255,256,{1.0.84.0/24},2023-02-20
16798976,16799231,JP,Japan,Shimane,Matsue,35.467,133.05,690-0015,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,085,JAXX0044,Kurashiki,-,-,-,1,1.0.85.0,1.0.85.255,256,{1.0.85.0/24},2023-01-17
16799232,16799487,JP,Japan,Yamaguchi,Hikari,33.96194,131.94221,743-0021,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,083,JAXX0084,Tokuyama,-,-,-,13,1.0.86.0,1.0.86.255,256,{1.0.86.0/24},2023-02-03
16799488,16799999,JP,Japan,Yamaguchi,Yamaguchi,34.183,131.467,754-0893,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,083,JAXX0096,Yamaguchi,-,-,-,129,1.0.87.0,1.0.88.255,512,"{1.0.87.0/24,1.0.88.0/24}",2023-02-19
16800000,16800255,JP,Japan,Tottori,Kurayoshi,35.433,133.817,682-0021,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,085,JAXX0065,Okayama,-,-,-,20,1.0.89.0,1.0.89.255,256,{1.0.89.0/24},2023-01-20
16800256,16800511,JP,Japan,Tottori,Tottori,35.50011,134.23283,680-0805,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,085,JAXX0017,Himeji,-,-,-,6,1.0.90.0,1.0.90.255,256,{1.0.90.0/24},2023-02-27
16800512,16800767,JP,Japan,Shimane,Izumo,35.367,132.767,693-0044,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,085,JAXX0018,Hiroshima,-,-,-,8,1.0.91.0,1.0.91.255,256,{1.0.91.0/24},2023-02-24
16800768,16801023,JP,Japan,Yamaguchi,Hikari,33.96194,131.94221,743-0021,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,083,JAXX0084,Tokuyama,-,-,-,13,1.0.92.0,1.0.92.255,256,{1.0.92.0/24},2023-01-23
16801024,16801279,JP,Japan,Tottori,Tottori,35.50011,134.23283,680-0805,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,085,JAXX0017,Himeji,-,-,-,6,1.0.93.0,1.0.93.255,256,{1.0.93.0/24},2023-01-18
16801280,16801535,JP,Japan,Tottori,Yonago,35.43274,133.3334,683-0846,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,085,JAXX0044,Kurashiki,-,-,-,6,1.0.94.0,1.0.94.255,256,{1.0.94.0/24},2023-01-18
16801536,16801791,JP,Japan,Tottori,Kurayoshi,35.433,133.817,682-0021,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,085,JAXX0065,Okayama,-,-,-,20,1.0.95.0,1.0.95.255,256,{1.0.95.0/24},2023-01-01
16801792,16802303,JP,Japan,Shimane,Izumo,35.367,132.767,693-0044,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,085,JAXX0018,Hiroshima,-,-,-,8,1.0.96.0,1.0.97.255,512,{1.0.96.0/23},2023-01-19
16802304,16802815,JP,Japan,Yamaguchi,Yamaguchi,34.183,131.467,754-0893,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,083,JAXX0096,Yamaguchi,-,-,-,129,1.0.98.0,1.0.99.255,512,{1.0.98.0/23},2023-01-20
16802816,16803071,JP,Japan,Shimane,Izumo,35.367,132.767,693-0044,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,085,JAXX0018,Hiroshima,-,-,-,8,1.0.100.0,1.0.100.255,256,{1.0.100.0/24},2023-01-29
16803072,16803327,JP,Japan,Shimane,Matsue,35.467,133.05,690-0015,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,085,JAXX0044,Kurashiki,-,-,-,1,1.0.101.0,1.0.101.255,256,{1.0.101.0/24},2023-01-19
16803328,16803839,JP,Japan,Yamaguchi,Yamaguchi,34.183,131.467,754-0893,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,083,JAXX0096,Yamaguchi,-,-,-,129,1.0.102.0,1.0.103.255,512,{1.0.102.0/23},2023-02-26
16803840,16804095,JP,Japan,Tottori,Yonago,35.43274,133.3334,683-0846,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,085,JAXX0044,Kurashiki,-,-,-,6,1.0.104.0,1.0.104.255,256,{1.0.104.0/24},2023-02-05
16804096,16804351,JP,Japan,Shimane,Matsue,35.467,133.05,690-0015,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,085,JAXX0044,Kurashiki,-,-,-,1,1.0.105.0,1.0.105.255,256,{1.0.105.0/24},2023-02-24
16804352,16804607,JP,Japan,Tottori,Tottori,35.50011,134.23283,680-0805,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,085,JAXX0017,Himeji,-,-,-,6,1.0.106.0,1.0.106.255,256,{1.0.106.0/24},2023-01-13
16804608,16804863,JP,Japan,Yamaguchi,Yamaguchi,34.183,131.467,754-0893,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,083,JAXX0096,Yamaguchi,-,-,-,129,1.0.107.0,1.0.107.255,256,{1.0.107.0/24},2023-02-21
16804864,16805119,JP,Japan,Okayama,Okayama,34.65,133.917,700-0824,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,086,JAXX0065,Okayama,-,-,-,2,1.0.108.0,1.0.108.255,256,{1.0.108.0/24},2023-02-19
16805120,16805375,JP,Japan,Yamaguchi,Yamaguchi,34.183,131.467,754-0893,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,083,JAXX0096,Yamaguchi,-,-,-,129,1.0.109.0,1.0.109.255,256,{1.0.109.0/24},2023-01-05
16805376,16805631,JP,Japan,Shimane,Izumo,35.367,132.767,693-0044,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,085,JAXX0018,Hiroshima,-,-,-,8,1.0.110.0,1.0.110.255,256,{1.0.110.0/24},2023-02-22
16805632,16805887,JP,Japan,Shimane,Matsue,35.467,133.05,690-0015,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,085,JAXX0044,Kurashiki,-,-,-,1,1.0.111.0,1.0.111.255,256,{1.0.111.0/24},2023-01-10
16805888,16806143,JP,Japan,Tottori,Yonago,35.43274,133.3334,683-0846,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,085,JAXX0044,Kurashiki,-,-,-,6,1.0.112.0,1.0.112.255,256,{1.0.112.0/24},2023-01-13
16806144,16806399,JP,Japan,Tottori,Kurayoshi,35.433,133.817,682-0021,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,085,JAXX0065,Okayama,-,-,-,20,1.0.113.0,1.0.113.255,256,{1.0.113.0/24},2023-02-11
16806400,16806911,JP,Japan,Yamaguchi,Shimonoseki,33.95,130.933,751-0846,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,083,JAXX0080,Shimonoseki,-,-,-,2,1.0.114.0,1.0.115.255,512,{1.0.114.0/23},2023-01-11
16806912,16807167,JP,Japan,Shimane,Matsue,35.467,133.05,690-0015,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,085,JAXX0044,Kurashiki,-,-,-,1,1.0.116.0,1.0.116.255,256,{1.0.116.0/24},2023-01-10
16807168,16807423,JP,Japan,Shimane,Izumo,35.367,132.767,693-0044,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,085,JAXX0018,Hiroshima,-,-,-,8,1.0.117.0,1.0.117.255,256,{1.0.117.0/24},2023-01-28
16807424,16807679,JP,Japan,Tottori,Tottori,35.50011,134.23283,680-0805,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,085,JAXX0017,Himeji,-,-,-,6,1.0.118.0,1.0.118.255,256,{1.0.118.0/24},2023-02-17
16807680,16807935,JP,Japan,Shimane,Matsue,35.467,133.05,690-0015,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,085,JAXX0044,Kurashiki,-,-,-,1,1.0.119.0,1.0.119.255,256,{1.0.119.0/24},2023-01-20
16807936,16808191,JP,Japan,Tottori,Yonago,35.43274,133.3334,683-0846,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,085,JAXX0044,Kurashiki,-,-,-,6,1.0.120.0,1.0.120.255,256,{1.0.120.0/24},2023-01-23
16808192,16808447,JP,Japan,Shimane,Matsue,35.467,133.05,690-0015,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,085,JAXX0044,Kurashiki,-,-,-,1,1.0.121.0,1.0.121.255,256,{1.0.121.0/24},2023-02-13
16808448,16808703,JP,Japan,Hiroshima,Hiroshima,34.385868,132.45543,732-0057,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,082,JAXX0018,Hiroshima,-,-,-,13,1.0.122.0,1.0.122.255,256,{1.0.122.0/24},2023-02-23
16808704,16808959,JP,Japan,Yamaguchi,Yamaguchi,34.183,131.467,754-0893,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,083,JAXX0096,Yamaguchi,-,-,-,129,1.0.123.0,1.0.123.255,256,{1.0.123.0/24},2023-01-27
16808960,16809215,JP,Japan,Yamaguchi,Shimonoseki,33.95,130.933,751-0846,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,083,JAXX0080,Shimonoseki,-,-,-,2,1.0.124.0,1.0.124.255,256,{1.0.124.0/24},2023-01-10
16809216,16809983,JP,Japan,Yamaguchi,Yamaguchi,34.183,131.467,754-0893,+09:00,Enecom Inc.,megaegg.ne.jp,DSL,81,083,JAXX0096,Yamaguchi,-,-,-,129,1.0.125.0,1.0.127.255,768,"{1.0.125.0/24,1.0.126.0/23}",2023-01-16
16809984,16810239,TH,Thailand,Chiang Rai,Pa Daet,19.5048,99.99243,57190,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,053,THXX0028,Phayao,520,15/47,TOT 3G,384,1.0.128.0,1.0.128.255,256,{1.0.128.0/24},2023-02-13
16810240,16810495,TH,Thailand,Krung Thep Maha Nakhon,Bangkok,13.749976,100.516815,10200,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,02,THXX0002,Bangkok,520,15/47,TOT 3G,3,1.0.129.0,1.0.129.255,256,{1.0.129.0/24},2023-01-25
16810496,16810751,TH,Thailand,Phetchaburi,Phetchaburi,13.11189,99.94467,76150,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,032,THXX0016,Phetchaburi,520,15/47,TOT 3G,8,1.0.130.0,1.0.130.255,256,{1.0.130.0/24},2023-01-10
16810752,16811007,TH,Thailand,Songkhla,Songkhla,7.19882,100.5951,90190,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,074,THXX0049,Songkhla,520,15/47,TOT 3G,12,1.0.131.0,1.0.131.255,256,{1.0.131.0/24},2023-01-18
16811008,16811263,TH,Thailand,Suphan Buri,Don Chedi,14.63497,100.02097,72170,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,035,THXX0041,Suphan Buri,520,15/47,TOT 3G,11,1.0.132.0,1.0.132.255,256,{1.0.132.0/24},2023-02-24
16811264,16811519,TH,Thailand,Lop Buri,Phatthana Nikhom,14.85646,100.98459,15130,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,036,THXX0053,Lopburi,520,15/47,TOT 3G,43,1.0.133.0,1.0.133.255,256,{1.0.133.0/24},2023-01-28
16811520,16811775,TH,Thailand,Ratchaburi,Ratchaburi,13.53671,99.81712,70000,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,032,THXX0013,Nakhon Pathom,520,15/47,TOT 3G,8,1.0.134.0,1.0.134.255,256,{1.0.134.0/24},2023-01-16
16811776,16812031,TH,Thailand,Chiang Rai,Wiang Chai,19.88361,99.93314,57290,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,053,THXX0028,Phayao,520,15/47,TOT 3G,398,1.0.135.0,1.0.135.255,256,{1.0.135.0/24},2023-01-17
16812032,16812287,TH,Thailand,Samut Sakhon,Samut Sakhon,13.54753,100.27362,74000,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,034,THXX0022,Samut Sakhon,520,15/47,TOT 3G,2,1.0.136.0,1.0.136.255,256,{1.0.136.0/24},2023-01-15
16812288,16812543,TH,Thailand,Trang,Ratsada,7.97467,99.63353,92160,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,075,THXX0048,Nakhon Si Thammarat,520,15/47,TOT 3G,34,1.0.137.0,1.0.137.255,256,{1.0.137.0/24},2023-02-16
16812544,16812799,TH,Thailand,Nakhon Sawan,Takhli,15.26336,100.34378,60140,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,056,THXX0053,Lopburi,520,15/47,TOT 3G,35,1.0.138.0,1.0.138.255,256,{1.0.138.0/24},2023-01-18
18944768,18945023,JP,Japan,Tokyo,Marunouchi,35.681454,139.76332,150-0041,+09:00,Infosphere,sphere.ad.jp,DSL,81,042,JAXX0085,Tokyo,-,-,-,5,1.33.19.0,1.33.19.255,256,{1.33.19.0/24},2023-01-30
16812800,16813055,TH,Thailand,Chanthaburi,Laem Sing,12.48164,102.07375,22130,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,039,THXX0044,Chanthaburi,520,15/47,TOT 3G,6,1.0.139.0,1.0.139.255,256,{1.0.139.0/24},2023-01-14
16813056,16813311,TH,Thailand,Krung Thep Maha Nakhon,Bangkok,13.749976,100.516815,10200,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,02,THXX0002,Bangkok,520,15/47,TOT 3G,3,1.0.140.0,1.0.140.255,256,{1.0.140.0/24},2023-02-20
16813312,16813567,TH,Thailand,Chon Buri,Chon Buri,13.3622,100.98345,20160,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,038,THXX0004,Chon Buri,520,15/47,TOT 3G,3,1.0.141.0,1.0.141.255,256,{1.0.141.0/24},2023-01-17
16813568,16813823,TH,Thailand,Phetchaburi,Phetchaburi,13.11189,99.94467,76150,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,032,THXX0016,Phetchaburi,520,15/47,TOT 3G,8,1.0.142.0,1.0.142.255,256,{1.0.142.0/24},2023-02-27
16813824,16814079,TH,Thailand,Krung Thep Maha Nakhon,Bangkok,13.749976,100.516815,10200,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,02,THXX0002,Bangkok,520,15/47,TOT 3G,3,1.0.143.0,1.0.143.255,256,{1.0.143.0/24},2023-02-07
16814080,16814335,TH,Thailand,Surat Thani,Ko Samui,9.53567,99.93567,84140,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,077,THXX0046,Ko Samui,520,15/47,TOT 3G,7,1.0.144.0,1.0.144.255,256,{1.0.144.0/24},2023-02-12
16814336,16814591,TH,Thailand,Phatthalung,Phatthalung,7.61786,100.07792,93170,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,074,THXX0049,Songkhla,520,15/47,TOT 3G,13,1.0.145.0,1.0.145.255,256,{1.0.145.0/24},2023-01-04
16814592,16814847,TH,Thailand,Chumphon,Chumphon,10.5,99.16667,86140,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,077,THXX0046,Ko Samui,520,15/47,TOT 3G,10,1.0.146.0,1.0.146.255,256,{1.0.146.0/24},2023-02-27
16814848,16815103,TH,Thailand,Surat Thani,Ko Samui,9.53567,99.93567,84140,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,077,THXX0046,Ko Samui,520,15/47,TOT 3G,7,1.0.147.0,1.0.147.255,256,{1.0.147.0/24},2023-01-11
16815104,16815359,TH,Thailand,Nakhon Si Thammarat,Thung Song,8.16453,99.68039,80110,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,075,THXX0048,Nakhon Si Thammarat,520,15/47,TOT 3G,57,1.0.148.0,1.0.148.255,256,{1.0.148.0/24},2023-01-29
16815360,16815615,TH,Thailand,Phangnga,Thai Mueang,8.39914,98.26061,82120,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,076,THXX0024,Thai Muang,520,15/47,TOT 3G,23,1.0.149.0,1.0.149.255,256,{1.0.149.0/24},2023-02-10
16815616,16815871,TH,Thailand,Surat Thani,Ko Samui,9.53567,99.93567,84140,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,077,THXX0046,Ko Samui,520,15/47,TOT 3G,7,1.0.150.0,1.0.150.255,256,{1.0.150.0/24},2023-01-12
16815872,16816127,TH,Thailand,Phatthalung,Srinagarindra,7.56991,99.94353,93180,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,074,THXX0049,Songkhla,520,15/47,TOT 3G,53,1.0.151.0,1.0.151.255,256,{1.0.151.0/24},2023-01-06
16816128,16816383,TH,Thailand,Nakhon Si Thammarat,Phrom Khiri,8.52333,99.82275,80260,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,075,THXX0048,Nakhon Si Thammarat,520,15/47,TOT 3G,31,1.0.152.0,1.0.152.255,256,{1.0.152.0/24},2023-01-16
16816384,16816895,TH,Thailand,Phatthalung,Phatthalung,7.61786,100.07792,93170,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,074,THXX0049,Songkhla,520,15/47,TOT 3G,13,1.0.153.0,1.0.154.255,512,"{1.0.153.0/24,1.0.154.0/24}",2023-01-05
16816896,16817151,TH,Thailand,Nakhon Si Thammarat,Phra Phrom,8.33911,99.90092,80230,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,075,THXX0048,Nakhon Si Thammarat,520,15/47,TOT 3G,16,1.0.155.0,1.0.155.255,256,{1.0.155.0/24},2023-01-06
16817152,16817407,TH,Thailand,Phatthalung,Srinagarindra,7.56991,99.94353,93180,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,074,THXX0049,Songkhla,520,15/47,TOT 3G,53,1.0.156.0,1.0.156.255,256,{1.0.156.0/24},2023-02-27
16817408,16817663,TH,Thailand,Phatthalung,Phatthalung,7.61786,100.07792,93170,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,074,THXX0049,Songkhla,520,15/47,TOT 3G,13,1.0.157.0,1.0.157.255,256,{1.0.157.0/24},2023-01-25
16817664,16817919,TH,Thailand,Trang,Palian,7.17228,99.68633,92120,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,075,THXX0050,Hat Yai,520,15/47,TOT 3G,29,1.0.158.0,1.0.158.255,256,{1.0.158.0/24},2023-01-27
16817920,16818175,TH,Thailand,Surat Thani,Ko Samui,9.53567,99.93567,84140,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,077,THXX0046,Ko Samui,520,15/47,TOT 3G,7,1.0.159.0,1.0.159.255,256,{1.0.159.0/24},2023-02-07
16818176,16818431,TH,Thailand,Surat Thani,Chaiya,9.38624,99.19861,84110,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,077,THXX0047,Surat Thani,520,15/47,TOT 3G,10,1.0.160.0,1.0.160.255,256,{1.0.160.0/24},2023-01-27
16818432,16818687,TH,Thailand,Surat Thani,Wiang Sa,8.57565,99.38156,84190,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,077,THXX0047,Surat Thani,520,15/47,TOT 3G,45,1.0.161.0,1.0.161.255,256,{1.0.161.0/24},2023-02-20
16818688,16818943,TH,Thailand,Chumphon,Chumphon,10.5,99.16667,86140,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,077,THXX0046,Ko Samui,520,15/47,TOT 3G,10,1.0.162.0,1.0.162.255,256,{1.0.162.0/24},2023-01-23
16818944,16819199,TH,Thailand,Surat Thani,Surat Thani,9.14011,99.33311,84150,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,077,THXX0047,Surat Thani,520,15/47,TOT 3G,9,1.0.163.0,1.0.163.255,256,{1.0.163.0/24},2023-01-20
16819200,16819455,TH,Thailand,Phatthalung,Khuan Khanun,7.7347,100.00931,93110,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,074,THXX0048,Nakhon Si Thammarat,520,15/47,TOT 3G,21,1.0.164.0,1.0.164.255,256,{1.0.164.0/24},2023-01-28
16819456,16819711,TH,Thailand,Chiang Mai,San Pa Tong,18.62828,98.89572,50120,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,053,THXX0023,Saraphi,520,15/47,TOT 3G,300,1.0.165.0,1.0.165.255,256,{1.0.165.0/24},2023-01-31
16819712,16819967,TH,Thailand,Trang,Kantang,7.40542,99.51561,92110,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,075,THXX0050,Hat Yai,520,15/47,TOT 3G,9,1.0.166.0,1.0.166.255,256,{1.0.166.0/24},2023-01-18
16819968,16820223,TH,Thailand,Surat Thani,Ko Pha Ngan,9.71945,99.99511,84280,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,077,THXX0046,Ko Samui,520,15/47,TOT 3G,11,1.0.167.0,1.0.167.255,256,{1.0.167.0/24},2023-02-03
16820224,16820479,TH,Thailand,Surat Thani,Tha Chana,9.57203,99.16586,84170,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,077,THXX0047,Surat Thani,520,15/47,TOT 3G,15,1.0.168.0,1.0.168.255,256,{1.0.168.0/24},2023-01-15
16820480,16820735,TH,Thailand,Kanchanaburi,Si Sawat,14.59922,99.11406,71250,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,034,THXX0040,Thong Pha Phum,520,15/47,TOT 3G,225,1.0.169.0,1.0.169.255,256,{1.0.169.0/24},2023-02-17
16820736,16820991,TH,Thailand,Surat Thani,Ko Samui,9.53567,99.93567,84140,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,077,THXX0046,Ko Samui,520,15/47,TOT 3G,7,1.0.170.0,1.0.170.255,256,{1.0.170.0/24},2023-01-15
16820992,16821247,TH,Thailand,Phangnga,Phang Nga,8.4509,98.52985,82130,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,076,THXX0024,Thai Muang,520,15/47,TOT 3G,15,1.0.171.0,1.0.171.255,256,{1.0.171.0/24},2023-01-13
16821248,16822015,TH,Thailand,Phatthalung,Phatthalung,7.61786,100.07792,93170,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,074,THXX0049,Songkhla,520,15/47,TOT 3G,13,1.0.172.0,1.0.174.255,768,"{1.0.172.0/23,1.0.174.0/24}",2023-02-01
16822016,16822271,TH,Thailand,Nakhon Si Thammarat,Phra Phrom,8.33911,99.90092,80230,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,075,THXX0048,Nakhon Si Thammarat,520,15/47,TOT 3G,16,1.0.175.0,1.0.175.255,256,{1.0.175.0/24},2023-02-17
16822272,16822527,TH,Thailand,Chon Buri,Sattahip,12.66644,100.90073,20180,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,038,THXX0015,Pattaya,520,15/47,TOT 3G,4,1.0.176.0,1.0.176.255,256,{1.0.176.0/24},2023-02-11
16822528,16822783,TH,Thailand,Chanthaburi,Chanthaburi,12.60961,102.10447,22210,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,039,THXX0044,Chanthaburi,520,15/47,TOT 3G,5,1.0.177.0,1.0.177.255,256,{1.0.177.0/24},2023-01-21
