ip_from,ip_to,country_code,country,region,city,latitude,longitude,zip_code,time_zone,isp,domain,net_speed,idd_code,area_code,weather_station_code,weather_station_name,mcc,mnc,mobile_brand,elevation,ip_from_inet,ip_to_inet,ip_count,cidr,insert_ts
17479168,17479679,TH,Thailand,Suphan Buri,Don Chedi,14.63497,100.02097,72170,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,035,THXX0041,Suphan Buri,520,15/47,TOT 3G,11,1.10.182.0,1.10.183.255,512,{1.10.182.0/23},2023-02-01
17479680,17479935,TH,Thailand,Chon Buri,Sattahip,12.66644,100.90073,20180,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,038,THXX0015,Pattaya,520,15/47,TOT 3G,4,1.10.184.0,1.10.184.255,256,{1.10.184.0/24},2023-01-07
17479936,17480447,TH,Thailand,Krung Thep Maha Nakhon,Bangkok,13.749976,100.516815,10200,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,02,THXX0002,Bangkok,520,15/47,TOT 3G,3,1.10.185.0,1.10.186.255,512,"{1.10.185.0/24,1.10.186.0/24}",2023-01-06
17480448,17480703,TH,Thailand,Nong Bua Lam Phu,Na Klang,17.3072,102.18886,39170,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,042,THXX0033,Loei,520,15/47,TOT 3G,250,1.10.187.0,1.10.187.255,256,{1.10.187.0/24},2023-02-21
17480704,17480959,TH,Thailand,Lampang,Ngao,18.75678,99.97814,52110,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,054,THXX0028,Phayao,520,15/47,TOT 3G,282,1.10.188.0,1.10.188.255,256,{1.10.188.0/24},2023-01-06
18967040,18967295,JP,Japan,Tokyo,Marunouchi,35.681454,139.76332,150-0041,+09:00,Infosphere,sphere.ad.jp,DSL,81,042,JAXX0085,Tokyo,-,-,-,5,1.33.106.0,1.33.106.255,256,{1.33.106.0/24},2023-02-24
17480960,17481215,TH,Thailand,Suphan Buri,Song Phi Nong,14.22408,100.02094,72110,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,035,THXX0041,Suphan Buri,520,15/47,TOT 3G,5,1.10.189.0,1.10.189.255,256,{1.10.189.0/24},2023-01-02
17481216,17481471,TH,Thailand,Nakhon Sawan,Nakhon Sawan,15.70472,100.13717,60000,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,056,THXX0036,Kam Paeng Phet,520,15/47,TOT 3G,31,1.10.190.0,1.10.190.255,256,{1.10.190.0/24},2023-01-18
17481472,17481727,TH,Thailand,Phetchabun,Lom Kao,16.88614,101.22894,67120,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,056,THXX0033,Loei,520,15/47,TOT 3G,162,1.10.191.0,1.10.191.255,256,{1.10.191.0/24},2023-01-12
17481728,17481983,TH,Thailand,Phrae,Sung Men,18.05161,100.11161,54130,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,054,THXX0009,Lampang,520,15/47,TOT 3G,158,1.10.192.0,1.10.192.255,256,{1.10.192.0/24},2023-02-19
17481984,17482239,TH,Thailand,Tak,Wang Chao,16.6744,99.26903,63000,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,055,THXX0036,Kam Paeng Phet,520,15/47,TOT 3G,103,1.10.193.0,1.10.193.255,256,{1.10.193.0/24},2023-02-05
17482240,17482495,TH,Thailand,Samut Sakhon,Samut Sakhon,13.54753,100.27362,74000,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,034,THXX0022,Samut Sakhon,520,15/47,TOT 3G,2,1.10.194.0,1.10.194.255,256,{1.10.194.0/24},2023-02-25
17482496,17482751,TH,Thailand,Uttaradit,Uttaradit,17.62557,100.09421,53140,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,055,THXX0035,Phitsanulok,520,15/47,TOT 3G,68,1.10.195.0,1.10.195.255,256,{1.10.195.0/24},2023-01-21
17482752,17483263,TH,Thailand,Krung Thep Maha Nakhon,Bangkok,13.749976,100.516815,10200,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,02,THXX0002,Bangkok,520,15/47,TOT 3G,3,1.10.196.0,1.10.197.255,512,{1.10.196.0/23},2023-02-02
17483264,17483519,TH,Thailand,Samut Prakan,Phra Pradaeng,13.658306,100.53348,10130,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,02,THXX0002,Bangkok,520,15/47,TOT 3G,3,1.10.198.0,1.10.198.255,256,{1.10.198.0/24},2023-02-14
17483520,17483775,TH,Thailand,Krung Thep Maha Nakhon,Bangkok,13.749976,100.516815,10200,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,02,THXX0002,Bangkok,520,15/47,TOT 3G,3,1.10.199.0,1.10.199.255,256,{1.10.199.0/24},2023-02-16
17483776,17484031,TH,Thailand,Samut Prakan,Phra Pradaeng,13.658306,100.53348,10130,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,02,THXX0002,Bangkok,520,15/47,TOT 3G,3,1.10.200.0,1.10.200.255,256,{1.10.200.0/24},2023-01-18
17484032,17484287,TH,Thailand,Krung Thep Maha Nakhon,Bangkok,13.749976,100.516815,10200,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,02,THXX0002,Bangkok,520,15/47,TOT 3G,3,1.10.201.0,1.10.201.255,256,{1.10.201.0/24},2023-02-22
17484288,17484543,TH,Thailand,Kanchanaburi,Lao Khwan,14.59522,99.77431,71210,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,034,THXX0041,Suphan Buri,520,15/47,TOT 3G,43,1.10.202.0,1.10.202.255,256,{1.10.202.0/24},2023-01-30
17484544,17484799,TH,Thailand,Ratchaburi,Suan Phueng,13.54472,99.34011,70180,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,032,THXX0043,Kanchanaburi,520,15/47,TOT 3G,125,1.10.203.0,1.10.203.255,256,{1.10.203.0/24},2023-02-12
17484800,17485311,TH,Thailand,Phra Nakhon Si Ayutthaya,Nakhon Luang,14.46281,100.60832,13260,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,035,THXX0017,Phra Nakhon Si Ayutthaya,520,15/47,TOT 3G,8,1.10.204.0,1.10.205.255,512,{1.10.204.0/23},2023-02-21
17485312,17485567,TH,Thailand,Lop Buri,Lam Sonthi,15.30144,101.36381,15130,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,036,THXX0014,Nakhon Ratchasima,520,15/47,TOT 3G,84,1.10.206.0,1.10.206.255,256,{1.10.206.0/24},2023-02-15
17485568,17485823,TH,Thailand,Krung Thep Maha Nakhon,Bangkok,13.749976,100.516815,10200,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,02,THXX0002,Bangkok,520,15/47,TOT 3G,3,1.10.207.0,1.10.207.255,256,{1.10.207.0/24},2023-01-27
17485824,17486079,TH,Thailand,Roi Et,Ban Selaphum,16.01667,103.95,45170,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,043,THXX0019,Roi Et,520,15/47,TOT 3G,133,1.10.208.0,1.10.208.255,256,{1.10.208.0/24},2023-01-02
17486080,17486335,TH,Thailand,Nonthaburi,Mueang Nonthaburi,13.86075,100.51477,10290,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,02,THXX0002,Bangkok,520,15/47,TOT 3G,1,1.10.209.0,1.10.209.255,256,{1.10.209.0/24},2023-02-13
17486336,17486591,TH,Thailand,Krung Thep Maha Nakhon,Bangkok,13.749976,100.516815,10200,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,02,THXX0002,Bangkok,520,15/47,TOT 3G,3,1.10.210.0,1.10.210.255,256,{1.10.210.0/24},2023-02-24
17486592,17486847,TH,Thailand,Nakhon Ratchasima,Pak Chong,14.70802,101.41614,30130,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,044,THXX0042,Prachin Buri,520,15/47,TOT 3G,309,1.10.211.0,1.10.211.255,256,{1.10.211.0/24},2023-01-28
17486848,17487103,TH,Thailand,Krung Thep Maha Nakhon,Bangkok,13.749976,100.516815,10200,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,02,THXX0002,Bangkok,520,15/47,TOT 3G,3,1.10.212.0,1.10.212.255,256,{1.10.212.0/24},2023-02-17
17487104,17487359,TH,Thailand,Chachoengsao,Chachoengsao,13.6882,101.07156,24140,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,038,THXX0004,Chon Buri,520,15/47,TOT 3G,5,1.10.213.0,1.10.213.255,256,{1.10.213.0/24},2023-01-05
17487360,17487615,TH,Thailand,Tak,Umphang,16.01622,98.8627,63170,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,055,THXX0034,Mae Sot,520,15/47,TOT 3G,461,1.10.214.0,1.10.214.255,256,{1.10.214.0/24},2023-01-16
17487616,17487871,TH,Thailand,Lampang,Thoen,17.61289,99.21612,52160,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,054,THXX0009,Lampang,520,15/47,TOT 3G,169,1.10.215.0,1.10.215.255,256,{1.10.215.0/24},2023-01-27
17487872,17488127,TH,Thailand,Chiang Mai,Chiang Mai,18.790686,98.98468,50000,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,053,THXX0003,Chiang Mai,520,15/47,TOT 3G,313,1.10.216.0,1.10.216.255,256,{1.10.216.0/24},2023-01-05
17488128,17488383,TH,Thailand,Surin,Lamduan,14.72205,103.66934,34000,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,044,THXX0039,Ubon Ratchathani,520,15/47,TOT 3G,158,1.10.217.0,1.10.217.255,256,{1.10.217.0/24},2023-02-16
17488384,17488639,TH,Thailand,Chanthaburi,Laem Sing,12.48164,102.07375,22130,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,039,THXX0044,Chanthaburi,520,15/47,TOT 3G,6,1.10.218.0,1.10.218.255,256,{1.10.218.0/24},2023-02-21
17488640,17488895,TH,Thailand,Nakhon Sawan,Phayuha Khiri,15.45525,100.13533,60130,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,056,THXX0053,Lopburi,520,15/47,TOT 3G,26,1.10.219.0,1.10.219.255,256,{1.10.219.0/24},2023-02-04
17488896,17489151,TH,Thailand,Surat Thani,Ko Samui,9.53567,99.93567,84140,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,077,THXX0046,Ko Samui,520,15/47,TOT 3G,7,1.10.220.0,1.10.220.255,256,{1.10.220.0/24},2023-02-26
17489152,17489407,TH,Thailand,Nakhon Si Thammarat,Tham Phannara,8.42044,99.39517,80150,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,075,THXX0048,Nakhon Si Thammarat,520,15/47,TOT 3G,57,1.10.221.0,1.10.221.255,256,{1.10.221.0/24},2023-02-19
17489408,17489663,TH,Thailand,Songkhla,Hat Yai,7.00836,100.47668,90110,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,074,THXX0050,Hat Yai,520,15/47,TOT 3G,8,1.10.222.0,1.10.222.255,256,{1.10.222.0/24},2023-02-14
17489664,17489919,TH,Thailand,Narathiwat,Su-ngai Kolok,6.02977,101.96586,96120,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,073,MYXX0023,Kota Bharu,520,15/47,TOT 3G,20,1.10.223.0,1.10.223.255,256,{1.10.223.0/24},2023-01-20
17489920,17490175,TH,Thailand,Samut Songkhram,Samut Songkhram,13.41456,100.00264,75000,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,034,THXX0022,Samut Sakhon,520,15/47,TOT 3G,4,1.10.224.0,1.10.224.255,256,{1.10.224.0/24},2023-01-15
17490176,17490431,TH,Thailand,Kanchanaburi,Tha Maka,13.92081,99.76553,71120,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,034,THXX0043,Kanchanaburi,520,15/47,TOT 3G,21,1.10.225.0,1.10.225.255,256,{1.10.225.0/24},2023-01-10
17490432,17490687,TH,Thailand,Nonthaburi,Mueang Nonthaburi,13.86075,100.51477,10290,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,02,THXX0002,Bangkok,520,15/47,TOT 3G,1,1.10.226.0,1.10.226.255,256,{1.10.226.0/24},2023-02-17
17490688,17490943,TH,Thailand,Samut Songkhram,Samut Songkhram,13.41456,100.00264,75000,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,034,THXX0022,Samut Sakhon,520,15/47,TOT 3G,4,1.10.227.0,1.10.227.255,256,{1.10.227.0/24},2023-01-10
17490944,17491199,TH,Thailand,Phetchaburi,Cha-am,12.800135,99.96611,76120,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,032,THXX0006,Hua Hin,520,15/47,TOT 3G,3,1.10.228.0,1.10.228.255,256,{1.10.228.0/24},2023-02-07
17491200,17491455,TH,Thailand,Krung Thep Maha Nakhon,Bangkok,13.749976,100.516815,10200,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,02,THXX0002,Bangkok,520,15/47,TOT 3G,3,1.10.229.0,1.10.229.255,256,{1.10.229.0/24},2023-01-26
17491456,17491967,TH,Thailand,Phetchaburi,Cha-am,12.800135,99.96611,76120,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,032,THXX0006,Hua Hin,520,15/47,TOT 3G,3,1.10.230.0,1.10.231.255,512,{1.10.230.0/23},2023-01-07
17491968,17492223,TH,Thailand,Kanchanaburi,Sangkhla Buri,15.15553,98.45361,71240,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,034,THXX0040,Thong Pha Phum,520,15/47,TOT 3G,209,1.10.232.0,1.10.232.255,256,{1.10.232.0/24},2023-02-15
17492224,17492479,TH,Thailand,Phetchaburi,Cha-am,12.800135,99.96611,76120,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,032,THXX0006,Hua Hin,520,15/47,TOT 3G,3,1.10.233.0,1.10.233.255,256,{1.10.233.0/24},2023-02-28
17492480,17492735,TH,Thailand,Prachuap Khiri Khan,Bang Saphan,11.21259,99.51167,77140,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,032,THXX0045,Prachuap Khirikhan,520,15/47,TOT 3G,12,1.10.234.0,1.10.234.255,256,{1.10.234.0/24},2023-02-07
17492736,17492991,TH,Thailand,Prachuap Khiri Khan,Sam Roi Yot,12.27081,99.87203,77120,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,032,THXX0006,Hua Hin,520,15/47,TOT 3G,9,1.10.235.0,1.10.235.255,256,{1.10.235.0/24},2023-01-05
17492992,17493247,TH,Thailand,Kanchanaburi,Phanom Thuan,14.13031,99.69858,71140,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,034,THXX0043,Kanchanaburi,520,15/47,TOT 3G,19,1.10.236.0,1.10.236.255,256,{1.10.236.0/24},2023-02-07
17493248,17493503,TH,Thailand,Samut Songkhram,Samut Songkhram,13.41456,100.00264,75000,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,034,THXX0022,Samut Sakhon,520,15/47,TOT 3G,4,1.10.237.0,1.10.237.255,256,{1.10.237.0/24},2023-01-16
17493504,17493759,TH,Thailand,Prachuap Khiri Khan,Bang Saphan,11.21259,99.51167,77140,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,032,THXX0045,Prachuap Khirikhan,520,15/47,TOT 3G,12,1.10.238.0,1.10.238.255,256,{1.10.238.0/24},2023-02-16
17493760,17494015,TH,Thailand,Samut Sakhon,Samut Sakhon,13.54753,100.27362,74000,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,034,THXX0022,Samut Sakhon,520,15/47,TOT 3G,2,1.10.239.0,1.10.239.255,256,{1.10.239.0/24},2023-01-31
17494016,17494271,TH,Thailand,Sing Buri,Sing Buri,14.88786,100.40464,16150,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,036,THXX0053,Lopburi,520,15/47,TOT 3G,14,1.10.240.0,1.10.240.255,256,{1.10.240.0/24},2023-02-18
17494272,17494527,TH,Thailand,Saraburi,Wang Muang,14.84536,101.13436,18220,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,036,THXX0053,Lopburi,520,15/47,TOT 3G,80,1.10.241.0,1.10.241.255,256,{1.10.241.0/24},2023-02-11
17494528,17494783,TH,Thailand,Sing Buri,Sing Buri,14.88786,100.40464,16150,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,036,THXX0053,Lopburi,520,15/47,TOT 3G,14,1.10.242.0,1.10.242.255,256,{1.10.242.0/24},2023-02-01
17494784,17495039,TH,Thailand,Suphan Buri,Suphan Buri,14.47418,100.12218,72150,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,035,THXX0041,Suphan Buri,520,15/47,TOT 3G,9,1.10.243.0,1.10.243.255,256,{1.10.243.0/24},2023-02-15
17495040,17495295,TH,Thailand,Nong Bua Lam Phu,Si Bun Rueang,16.96705,102.27607,39180,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,042,THXX0005,Chum Phae,520,15/47,TOT 3G,207,1.10.244.0,1.10.244.255,256,{1.10.244.0/24},2023-01-14
17495296,17495551,TH,Thailand,Roi Et,Ban Selaphum,16.01667,103.95,45170,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,043,THXX0019,Roi Et,520,15/47,TOT 3G,133,1.10.245.0,1.10.245.255,256,{1.10.245.0/24},2023-01-12
17495552,17495807,TH,Thailand,Trang,Trang,7.55633,99.61141,92160,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,075,THXX0048,Nakhon Si Thammarat,520,15/47,TOT 3G,27,1.10.246.0,1.10.246.255,256,{1.10.246.0/24},2023-01-26
17495808,17496063,TH,Thailand,Kamphaeng Phet,Kosamphi Nakhon,16.63131,99.34975,62110,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,055,THXX0036,Kam Paeng Phet,520,15/47,TOT 3G,95,1.10.247.0,1.10.247.255,256,{1.10.247.0/24},2023-01-10
17496064,17496319,TH,Thailand,Satun,Manang,6.99933,99.92161,91160,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,074,THXX0050,Hat Yai,520,15/47,TOT 3G,32,1.10.248.0,1.10.248.255,256,{1.10.248.0/24},2023-02-06
17496320,17496575,TH,Thailand,Samut Songkhram,Amphawa,13.42436,99.95688,75110,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,034,THXX0016,Phetchaburi,520,15/47,TOT 3G,4,1.10.249.0,1.10.249.255,256,{1.10.249.0/24},2023-01-03
17496576,17496831,TH,Thailand,Nakhon Ratchasima,Nakhon Ratchasima,14.97066,102.10196,30280,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,044,THXX0014,Nakhon Ratchasima,520,15/47,TOT 3G,186,1.10.250.0,1.10.250.255,256,{1.10.250.0/24},2023-01-06
17496832,17497087,TH,Thailand,Sa Kaeo,Wang Nam Yen,13.50325,102.18115,27120,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,037,THXX0044,Chanthaburi,520,15/47,TOT 3G,111,1.10.251.0,1.10.251.255,256,{1.10.251.0/24},2023-01-09
17497088,17497343,TH,Thailand,Udon Thani,Ban Dung,17.699,103.25957,41190,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,042,THXX0032,Nong Khai,520,15/47,TOT 3G,172,1.10.252.0,1.10.252.255,256,{1.10.252.0/24},2023-01-16
17497344,17497599,TH,Thailand,Nakhon Pathom,Kamphaeng Saen,13.9977,99.99215,73130,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,034,THXX0013,Nakhon Pathom,520,15/47,TOT 3G,7,1.10.253.0,1.10.253.255,256,{1.10.253.0/24},2023-01-05
17497600,17497855,TH,Thailand,Phetchaburi,Cha-am,12.800135,99.96611,76120,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,032,THXX0006,Hua Hin,520,15/47,TOT 3G,3,1.10.254.0,1.10.254.255,256,{1.10.254.0/24},2023-01-24
17497856,17498111,TH,Thailand,Maha Sarakham,Na Dun,15.71668,103.22781,44180,+07:00,TOT Public Company Limited,tot.co.th,DSL,66,043,THXX0012,Maha Sarakham,520,15/47,TOT 3G,164,1.10.255.0,1.10.255.255,256,{1.10.255.0/24},2023-02-06
17498112,17505535,KR,Korea (Republic of),Seoul-teukbyeolsi,Seoul,37.56631,126.9772,06030,+09:00,LG HelloVision Corp.,cjhellovision.com,DSL,82,02,KSXX0037,Seoul,-,-,-,28,1.11.0.0,1.11.28.255,7424,"{1.11.0.0/20,1.11.16.0/21,1.11.24.0/22,1.11.28.0/24}",2023-01-01
17505536,17505791,KR,Korea (Republic of),Incheon-gwangyeoksi,Namdong,37.453594,126.73187,21687,+09:00,LG HelloVision Corp.,cjhellovision.com,DSL,82,032,KSXX0009,Inch'on,-,-,-,21,1.11.29.0,1.11.29.255,256,{1.11.29.0/24},2023-02-21
17505792,17506303,KR,Korea (Republic of),Seoul-teukbyeolsi,Seoul,37.56631,126.9772,06030,+09:00,LG HelloVision Corp.,cjhellovision.com,DSL,82,02,KSXX0037,Seoul,-,-,-,28,1.11.30.0,1.11.31.255,512,{1.11.30.0/23},2023-01-26
17506304,17506559,KR,Korea (Republic of),Incheon-gwangyeoksi,Namdong,37.453594,126.73187,21687,+09:00,LG HelloVision Corp.,cjhellovision.com,DSL,82,032,KSXX0009,Inch'on,-,-,-,21,1.11.32.0,1.11.32.255,256,{1.11.32.0/24},2023-02-11
17506560,17509119,KR,Korea (Republic of),Seoul-teukbyeolsi,Seoul,37.56631,126.9772,06030,+09:00,LG HelloVision Corp.,cjhellovision.com,DSL,82,02,KSXX0037,Seoul,-,-,-,28,1.11.33.0,1.11.42.255,2560,"{1.11.33.0/24,1.11.34.0/23,1.11.36.0/22,1.11.40.0/23,1.11.42.0/24}",2023-02-24
17509120,17509375,KR,Korea (Republic of),Incheon-gwangyeoksi,Namdong,37.453594,126.73187,21687,+09:00,LG HelloVision Corp.,cjhellovision.com,DSL,82,032,KSXX0009,Inch'on,-,-,-,21,1.11.43.0,1.11.43.255,256,{1.11.43.0/24},2023-02-23
17509376,17512959,KR,Korea (Republic of),Seoul-teukbyeolsi,Seoul,37.56631,126.9772,06030,+09:00,LG HelloVision Corp.,cjhellovision.com,DSL,82,02,KSXX0037,Seoul,-,-,-,28,1.11.44.0,1.11.57.255,3584,"{1.11.44.0/22,1.11.48.0/21,1.11.56.0/23}",2023-02-24
17512960,17513727,KR,Korea (Republic of),Gyeonggi-do,Bucheon,37.498875,126.78351,14665,+09:00,LG HelloVision Corp.,cjhellovision.com,DSL,82,031,KSXX0009,Inch'on,-,-,-,12,1.11.58.0,1.11.60.255,768,"{1.11.58.0/23,1.11.60.0/24}",2023-01-26
17513728,17516287,KR,Korea (Republic of),Seoul-teukbyeolsi,Seoul,37.56631,126.9772,06030,+09:00,LG HelloVision Corp.,cjhellovision.com,DSL,82,02,KSXX0037,Seoul,-,-,-,28,1.11.61.0,1.11.70.255,2560,"{1.11.61.0/24,1.11.62.0/23,1.11.64.0/22,1.11.68.0/23,1.11.70.0/24}",2023-01-31
17516288,17516543,KR,Korea (Republic of),Gyeonggi-do,Gwangmyeong,37.477234,126.86648,14259,+09:00,LG HelloVision Corp.,cjhellovision.com,DSL,82,031,KSXX0002,Anyang,-,-,-,22,1.11.71.0,1.11.71.255,256,{1.11.71.0/24},2023-01-19
17516544,17516799,KR,Korea (Republic of),Gyeonggi-do,Bucheon,37.498875,126.78351,14665,+09:00,LG HelloVision Corp.,cjhellovision.com,DSL,82,031,KSXX0009,Inch'on,-,-,-,12,1.11.72.0,1.11.72.255,256,{1.11.72.0/24},2023-01-29
17516800,17517311,KR,Korea (Republic of),Seoul-teukbyeolsi,Seoul,37.56631,126.9772,06030,+09:00,LG HelloVision Corp.,cjhellovision.com,DSL,82,02,KSXX0037,Seoul,-,-,-,28,1.11.73.0,1.11.74.255,512,"{1.11.73.0/24,1.11.74.0/24}",2023-01-08
17517312,17517567,KR,Korea (Republic of),Gyeonggi-do,Gwangmyeong,37.477234,126.86648,14259,+09:00,LG HelloVision Corp.,cjhellovision.com,DSL,82,031,KSXX0002,Anyang,-,-,-,22,1.11.75.0,1.11.75.255,256,{1.11.75.0/24},2023-02-23
17517568,17518591,KR,Korea (Republic of),Seoul-teukbyeolsi,Seoul,37.56631,126.9772,06030,+09:00,LG HelloVision Corp.,cjhellovision.com,DSL,82,02,KSXX0037,Seoul,-,-,-,28,1.11.76.0,1.11.79.255,1024,{1.11.76.0/22},2023-01-28
17518592,17518847,KR,Korea (Republic of),Gyeonggi-do,Gwangmyeong,37.477234,126.86648,14259,+09:00,LG HelloVision Corp.,cjhellovision.com,DSL,82,031,KSXX0002,Anyang,-,-,-,22,1.11.80.0,1.11.80.255,256,{1.11.80.0/24},2023-01-01
17518848,17520127,KR,Korea (Republic of),Seoul-teukbyeolsi,Seoul,37.56631,126.9772,06030,+09:00,LG HelloVision Corp.,cjhellovision.com,DSL,82,02,KSXX0037,Seoul,-,-,-,28,1.11.81.0,1.11.85.255,1280,"{1.11.81.0/24,1.11.82.0/23,1.11.84.0/23}",2023-01-14
17520128,17520383,KR,Korea (Republic of),Gyeonggi-do,Gwangmyeong,37.477234,126.86648,14259,+09:00,LG HelloVision Corp.,cjhellovision.com,DSL,82,031,KSXX0002,Anyang,-,-,-,22,1.11.86.0,1.11.86.255,256,{1.11.86.0/24},2023-02-02
17520384,17524479,KR,Korea (Republic of),Seoul-teukbyeolsi,Seoul,37.56631,126.9772,06030,+09:00,LG HelloVision Corp.,cjhellovision.com,DSL,82,02,KSXX0037,Seoul,-,-,-,28,1.11.87.0,1.11.102.255,4096,"{1.11.87.0/24,1.11.88.0/21,1.11.96.0/22,1.11.100.0/23,1.11.102.0/24}",2023-01-29
17524480,17524735,KR,Korea (Republic of),Chungcheongnam-do,Dangjin,36.89444,126.62972,31756,+09:00,LG HelloVision Corp.,cjhellovision.com,DSL,82,043,KSXX0042,Sosan,-,-,-,26,1.11.103.0,1.11.103.255,256,{1.11.103.0/24},2023-01-03
17524736,17525759,KR,Korea (Republic of),Seoul-teukbyeolsi,Seoul,37.56631,126.9772,06030,+09:00,LG HelloVision Corp.,cjhellovision.com,DSL,82,02,KSXX0037,Seoul,-,-,-,28,1.11.104.0,1.11.107.255,1024,{1.11.104.0/22},2023-02-13
17525760,17526015,KR,Korea (Republic of),Chungcheongnam-do,Seosan,36.78167,126.45222,31943,+09:00,LG HelloVision Corp.,cjhellovision.com,DSL,82,043,KSXX0042,Sosan,-,-,-,34,1.11.108.0,1.11.108.255,256,{1.11.108.0/24},2023-02-10
17526016,17526271,KR,Korea (Republic of),Seoul-teukbyeolsi,Seoul,37.56631,126.9772,06030,+09:00,LG HelloVision Corp.,cjhellovision.com,DSL,82,02,KSXX0037,Seoul,-,-,-,28,1.11.109.0,1.11.109.255,256,{1.11.109.0/24},2023-02-22
17526272,17526527,KR,Korea (Republic of),Chungcheongnam-do,Seosan,36.78167,126.45222,31943,+09:00,LG HelloVision Corp.,cjhellovision.com,DSL,82,043,KSXX0042,Sosan,-,-,-,34,1.11.110.0,1.11.110.255,256,{1.11.110.0/24},2023-01-23
17526528,17532415,KR,Korea (Republic of),Seoul-teukbyeolsi,Seoul,37.56631,126.9772,06030,+09:00,LG HelloVision Corp.,cjhellovision.com,DSL,82,02,KSXX0037,Seoul,-,-,-,28,1.11.111.0,1.11.133.255,5888,"{1.11.111.0/24,1.11.112.0/20,1.11.128.0/22,1.11.132.0/23}",2023-01-17
17532416,17532671,KR,Korea (Republic of),Gyeonggi-do,Bucheon,37.498875,126.78351,14665,+09:00,LG HelloVision Corp.,cjhellovision.com,DSL,82,031,KSXX0009,Inch'on,-,-,-,12,1.11.134.0,1.11.134.255,256,{1.11.134.0/24},2023-02-26
17830144,17830399,KR,Korea (Republic of),Gyeonggi-do,Yongin,37.23342,127.19999,16873,+09:00,Daou Technology,daumcdn.net,T1,82,031,KSXX0018,Osan,-,-,-,94,1.16.17.0,1.16.17.255,256,{1.16.17.0/24},2023-01-14
